"variable","coefficient","std_error","t_value","p_value","dataset","significance"
"starter_defense_player_20_defensive_grades_penalties_12w",-0.0165517995824185,0.00984097786744171,-1.68192630908958,0.0926752866019167,"CAFD Def Specifics","*"
"starter_defense_player_21_defensive_grades_sacks_12w",-0.0181824212567057,0.0101143555176772,-1.79768461024804,0.0723160087726616,"CAFD Def Specifics","*"
"starter_defense_player_21_defensive_grades_forced_fumbles_12w",0.0269856142412747,0.00987049249317379,2.73396836682033,0.00629013532171092,"CAFD Def Specifics","***"
"starter_defense_player_21_defensive_grades_interceptions_12w",-0.0256582286654211,0.00971221767513302,-2.64185065900201,0.00828334486742392,"CAFD Def Specifics","***"
"starter_defense_player_22_defensive_grades_sacks_12w",0.0185726275474051,0.00924142751332058,2.00971414001079,0.0445405983284823,"CAFD Def Specifics","**"
"starter_defense_player_22_defensive_grades_forced_fumbles_12w",-0.0218717245964985,0.0097235423052221,-2.249357683645,0.0245537101272198,"CAFD Def Specifics","**"
"starter_defense_player_15_run_defense_grades_tackles_12w",-0.0156385219197661,0.0098717447041197,-1.58417001132938,0.113247601561424,"CAFD Def Tackles","."
"starter_defense_player_16_run_defense_grades_tackles_12w",0.017588594074114,0.00983086007015159,1.78912058035659,0.0736839673005171,"CAFD Def Tackles","*"
"starter_defense_player_16_coverage_grades_tackles_12w",-0.0274045978276254,0.0103895679731325,-2.63770330955954,0.008384800599163,"CAFD Def Tackles","***"
"starter_defense_player_17_coverage_grades_tackles_12w",-0.0231495371486739,0.00972084009235108,-2.38143379880195,0.0172998587302235,"CAFD Def Tackles","**"
"starter_defense_player_20_run_defense_grades_tackles_12w",0.0194418730133119,0.011302825578137,1.7200896252808,0.0855067223842843,"CAFD Def Tackles","*"
"starter_defense_player_22_coverage_grades_tackles_12w",-0.0184518469438257,0.0117596692380919,-1.5690787359951,0.116722212158343,"CAFD Def Tackles","."
"starter_defense_player_17_coverage_grades_targets_12w",-0.0272609955436114,0.00919069843841115,-2.96615058434277,0.00303636028200118,"CAFD Def Pressure","***"
