"variable","coefficient","std_error","t_value","p_value","dataset","significance"
"offense_player_1_passing_depth_short_grades_pass_12w",0.0349228959959026,0.0144880863161869,2.41045609708198,0.0159844839645294,"CAFD Off Grades","**"
"offense_player_1_passing_depth_medium_grades_pass_12w",-0.0226003831676645,0.0150147239017508,-1.50521470228495,0.132360270068447,"CAFD Off Grades","."
"offense_player_4_receiving_grades_grades_pass_block_12w",0.0133513919434165,0.0089074790563398,1.49889681008162,0.133991737781243,"CAFD Off Grades","."
"offense_player_10_receiving_depth_medium_grades_pass_route_12w",0.0268308591971575,0.0176240264728108,1.52240234310533,0.127999786603408,"CAFD Off Grades","."
"offense_player_14_receiving_depth_medium_grades_pass_route_12w",0.0220956513429173,0.0102987810420201,2.14546277396953,0.0319853396513859,"CAFD Off Grades","**"
"offense_player_20_blocking_grades_grades_run_block_12w",-0.0144866961044835,0.00979386821966311,-1.47915979463545,0.139188750801941,"CAFD Off Grades","."
"offense_player_4_rushing_grades_yards_12w",0.0285615663816378,0.00885673452035605,3.2248416519647,0.00127219346291505,"CAFD Off Yards","***"
"offense_player_10_receiving_depth_medium_yards_12w",0.0171811404687595,0.0106534367427243,1.61273219935278,0.106894243308533,"CAFD Off Yards","."
"offense_player_14_blocking_grades_grades_pass_block_12w",0.0260339555183406,0.0109757419041562,2.37195405519533,0.0177489073260491,"CAFD Off Yards","**"
"offense_player_4_rushing_grades_touchdowns_12w",0.015250323740091,0.00847789380825087,1.7988340129065,0.0721322588264948,"CAFD Off TDs","*"
"offense_player_4_receiving_depth_short_touchdowns_12w",-0.0127362903259469,0.0085051473943306,-1.49748025935878,0.134359765887004,"CAFD Off TDs","."
"offense_player_9_rushing_grades_touchdowns_12w",-0.0120250919328305,0.00814362448341062,-1.47662652634915,0.13986699188324,"CAFD Off TDs","."
"offense_player_14_blocking_grades_grades_pass_block_12w",0.0278179767524847,0.0109196615179394,2.54751273258644,0.0108923917895914,"CAFD Off TDs","**"
"offense_player_8_receiving_grades_fumbles_12w",0.0193247298983989,0.00895859422120095,2.15711633111655,0.0310652353557947,"CAFD Off Specifics","**"
"offense_player_10_receiving_grades_interceptions_12w",0.0225242737972259,0.00865549580960642,2.60230890207665,0.00929932556028482,"CAFD Off Specifics","***"
"offense_player_14_receiving_grades_fumbles_12w",-0.0156548030767691,0.00880823466922655,-1.77729178032262,0.0756080447906129,"CAFD Off Specifics","*"
"offense_player_17_blocking_grades_penalties_12w",0.0172473152267861,0.0100249453373667,1.72043982748703,0.0854419076799825,"CAFD Off Specifics","*"
"offense_player_18_blocking_grades_penalties_12w",0.0219165179066583,0.00935923678445413,2.34169926580574,0.0192526028671991,"CAFD Off Specifics","**"
"offense_player_4_rushing_grades_first_downs_12w",0.0250945976314261,0.00877079695759591,2.86115363891682,0.00424642827003931,"CAFD Off First Downs","***"
"offense_player_4_receiving_depth_short_touchdowns_12w",-0.0137806277640105,0.00851194171766904,-1.61897581316901,0.105543897542789,"CAFD Off First Downs","."
"offense_player_10_receiving_depth_deep_touchdowns_12w",0.0142500634684764,0.00870040066915918,1.63786289969259,0.101541516275782,"CAFD Off First Downs","."
"offense_player_14_blocking_grades_grades_pass_block_12w",0.0274847743174939,0.0108887774469782,2.52413776030673,0.0116427778741259,"CAFD Off First Downs","**"
"offense_player_8_receiving_grades_grades_offense_12w",-0.0179854653975842,0.0107702436928144,-1.669921861618,0.0950256725345142,"CAFD Def Stops","*"
"offense_player_10_receiving_grades_grades_offense_12w",0.023622967160184,0.0134976920846697,1.75014861888977,0.0801816929277195,"CAFD Def Stops","*"
"offense_player_14_receiving_grades_grades_offense_12w",0.0205896349193135,0.00860994335460647,2.39137867362364,0.0168385715726284,"CAFD Def Stops","**"
"offense_player_8_receiving_grades_grades_offense_12w",-0.024582747461975,0.0110365481066068,-2.22739458248354,0.0259850920642564,"CAFD Def Grades","**"
"offense_player_14_receiving_grades_grades_offense_12w",0.0180964080875509,0.00846325583651036,2.13823242935458,0.0325678360693764,"CAFD Def Grades","**"
"offense_player_8_receiving_grades_grades_offense_12w",-0.0179368235777602,0.0105105082842922,-1.70656100472005,0.0879940641653573,"CAFD Def Specifics","*"
"offense_player_10_receiving_grades_grades_offense_12w",0.0230917236305239,0.0134220294393882,1.72043458366729,0.0854435368459072,"CAFD Def Specifics","*"
"offense_player_14_receiving_grades_grades_offense_12w",0.0175417249502237,0.00862048524714033,2.0348883441385,0.0419387456573426,"CAFD Def Specifics","**"
"offense_player_8_receiving_grades_grades_offense_12w",-0.0202930883804765,0.0107684612472487,-1.88449286435062,0.059582020706112,"CAFD Def Tackles","*"
"offense_player_10_receiving_grades_grades_offense_12w",0.0240514310183559,0.013468822533185,1.78571147990829,0.0742334643156291,"CAFD Def Tackles","*"
"offense_player_14_receiving_grades_grades_offense_12w",0.0199184792067566,0.00869191930914247,2.2916088493603,0.0219879808579379,"CAFD Def Tackles","**"
"offense_player_8_receiving_grades_grades_offense_12w",-0.0203530656820559,0.0107014734213233,-1.90189377487975,0.0572677056444538,"CAFD Def Pressure","*"
"offense_player_10_receiving_grades_grades_offense_12w",0.0235693156858449,0.0133841303536373,1.76098969922537,0.0783281385219013,"CAFD Def Pressure","*"
"offense_player_14_receiving_grades_grades_offense_12w",0.0193453473591909,0.00862429647495334,2.24312179148452,0.0249517699278604,"CAFD Def Pressure","**"
