"variable","coefficient","std_error","t_value","p_value","dataset","significance"
"starter_offense_player_1_passing_grades_interceptions_12w",0.0271373136067531,0.011905775169757,2.27934033860199,0.0227082891723285,"CAFD Off Specifics","**"
"starter_offense_player_9_receiving_grades_fumbles_12w",0.0191271507030577,0.00871245001423682,2.1953813992393,0.0282033275760393,"CAFD Off Specifics","**"
"starter_offense_player_14_receiving_grades_fumbles_12w",-0.0377597175242692,0.0107705679922795,-3.50582416371504,0.000461054725589335,"CAFD Off Specifics","***"
"starter_offense_player_17_blocking_grades_penalties_12w",0.0214430101804714,0.00875780019048773,2.44844706593806,0.0143973300311773,"CAFD Off Specifics","**"
"starter_offense_player_18_blocking_grades_penalties_12w",0.0196085885761786,0.00928514149461198,2.11182442266035,0.0347739746500598,"CAFD Off Specifics","**"
"starter_offense_player_1_passing_depth_short_touchdowns_12w",0.0271028336731302,0.0126482767971309,2.14280839262453,0.0321992359422027,"CAFD Off First Downs","**"
"starter_offense_player_4_receiving_grades_grades_pass_block_12w",-0.0183981384032031,0.0100584183025685,-1.82912838279007,0.0674678675297527,"CAFD Off First Downs","*"
"starter_offense_player_9_blocking_grades_grades_run_block_12w",-0.0329234764784659,0.0162749509224426,-2.02295396375455,0.0431559626383874,"CAFD Off First Downs","**"
"starter_offense_player_9_receiving_depth_short_touchdowns_12w",-0.0289764086807371,0.00979007123792221,-2.95977505950068,0.00309988832202132,"CAFD Off First Downs","***"
"starter_offense_player_10_receiving_depth_short_touchdowns_12w",-0.0257160106356599,0.00965369319817836,-2.66385207274999,0.00776158419385439,"CAFD Off First Downs","***"
"starter_offense_player_10_receiving_depth_deep_touchdowns_12w",-0.0194557557829699,0.0092358716406998,-2.10654246181097,0.0352303084290374,"CAFD Off First Downs","**"
"starter_offense_player_14_blocking_grades_grades_pass_block_12w",0.0279903255246101,0.0124862227561798,2.24169679423321,0.0250451907654513,"CAFD Off First Downs","**"
"starter_offense_player_14_receiving_depth_short_touchdowns_12w",-0.0336216689318004,0.011344794528423,-2.96362079080104,0.00306151399665086,"CAFD Off First Downs","***"
"starter_offense_player_17_blocking_grades_grades_run_block_12w",0.0210209351835277,0.0144519267492511,1.45454205160686,0.145888336904737,"CAFD Off First Downs","."
"starter_offense_player_19_blocking_grades_grades_pass_block_12w",0.0289717364803835,0.0123023961658206,2.35496695845927,0.0185808521102664,"CAFD Off First Downs","**"
"starter_offense_player_19_blocking_grades_grades_run_block_12w",-0.0247286778725572,0.0140331310698643,-1.76216396393969,0.0781313918508878,"CAFD Off First Downs","*"
"starter_offense_player_20_blocking_grades_grades_pass_block_12w",0.0302572872048225,0.0129337425827371,2.3394069436025,0.0193719454929165,"CAFD Off First Downs","**"
"starter_offense_player_21_blocking_grades_grades_pass_block_12w",0.0446392239236493,0.0127764733949493,3.49386114178391,0.000482159810740704,"CAFD Off First Downs","***"
"starter_offense_player_21_blocking_grades_grades_run_block_12w",-0.029622885095061,0.0136446519829874,-2.17102533153618,0.0299981756691907,"CAFD Off First Downs","**"
